Id,ActivityDate,ActivityTime,day_of_week,part_of_week,time_of_day,Calories
1503960366,2016-04-14,23:00:00,Thursday,Weekday,Night,50
1503960366,2016-04-15,00:00:00,Friday,Weekday,Night,60
1503960366,2016-04-15,01:00:00,Friday,Weekday,Night,58
1503960366,2016-04-15,02:00:00,Friday,Weekday,Night,59
1503960366,2016-04-15,03:00:00,Friday,Weekday,Night,47
1503960366,2016-04-15,04:00:00,Friday,Weekday,Night,47
1503960366,2016-04-15,05:00:00,Friday,Weekday,Night,49
1503960366,2016-04-15,06:00:00,Friday,Weekday,Morning,47
1503960366,2016-04-15,07:00:00,Friday,Weekday,Morning,49
1503960366,2016-04-15,08:00:00,Friday,Weekday,Morning,54
1503960366,2016-04-15,09:00:00,Friday,Weekday,Morning,50
1503960366,2016-04-15,10:00:00,Friday,Weekday,Morning,63
1503960366,2016-04-15,11:00:00,Friday,Weekday,Morning,84
1503960366,2016-04-15,12:00:00,Friday,Weekday,Afternoon,74
1503960366,2016-04-15,13:00:00,Friday,Weekday,Afternoon,67
1503960366,2016-04-15,14:00:00,Friday,Weekday,Afternoon,47
1503960366,2016-04-15,15:00:00,Friday,Weekday,Afternoon,47
1503960366,2016-04-15,16:00:00,Friday,Weekday,Afternoon,47
1503960366,2016-04-15,17:00:00,Friday,Weekday,Afternoon,140
1503960366,2016-04-15,18:00:00,Friday,Weekday,Evening,87
1503960366,2016-04-15,19:00:00,Friday,Weekday,Evening,97
1503960366,2016-04-15,20:00:00,Friday,Weekday,Evening,64
1503960366,2016-04-15,21:00:00,Friday,Weekday,Evening,75
1503960366,2016-04-15,22:00:00,Friday,Weekday,Night,151
1503960366,2016-04-15,23:00:00,Friday,Weekday,Night,182
1503960366,2016-04-16,00:00:00,Saturday,Weekend,Night,77
1503960366,2016-04-16,01:00:00,Saturday,Weekend,Night,48
1503960366,2016-04-16,02:00:00,Saturday,Weekend,Night,52
1503960366,2016-04-16,03:00:00,Saturday,Weekend,Night,48
1503960366,2016-04-16,04:00:00,Saturday,Weekend,Night,49
1503960366,2016-04-16,05:00:00,Saturday,Weekend,Night,49
1503960366,2016-04-16,06:00:00,Saturday,Weekend,Morning,48
1503960366,2016-04-16,07:00:00,Saturday,Weekend,Morning,54
1503960366,2016-04-16,08:00:00,Saturday,Weekend,Morning,62
1503960366,2016-04-16,09:00:00,Saturday,Weekend,Morning,124
1503960366,2016-04-16,10:00:00,Saturday,Weekend,Morning,110
1503960366,2016-04-16,11:00:00,Saturday,Weekend,Morning,147
1503960366,2016-04-16,12:00:00,Saturday,Weekend,Afternoon,119
1503960366,2016-04-16,13:00:00,Saturday,Weekend,Afternoon,214
1503960366,2016-04-16,14:00:00,Saturday,Weekend,Afternoon,82
1503960366,2016-04-16,15:00:00,Saturday,Weekend,Afternoon,51
1503960366,2016-04-16,16:00:00,Saturday,Weekend,Afternoon,54
1503960366,2016-04-16,17:00:00,Saturday,Weekend,Afternoon,79
1503960366,2016-04-16,18:00:00,Saturday,Weekend,Evening,65
1503960366,2016-04-16,19:00:00,Saturday,Weekend,Evening,67
1503960366,2016-04-16,20:00:00,Saturday,Weekend,Evening,81
1503960366,2016-04-16,21:00:00,Saturday,Weekend,Evening,75
1503960366,2016-04-16,22:00:00,Saturday,Weekend,Night,55
1503960366,2016-04-16,23:00:00,Saturday,Weekend,Night,56
1503960366,2016-04-17,00:00:00,Sunday,Weekend,Night,47
1503960366,2016-04-17,01:00:00,Sunday,Weekend,Night,48
1503960366,2016-04-17,02:00:00,Sunday,Weekend,Night,47
1503960366,2016-04-17,03:00:00,Sunday,Weekend,Night,49
1503960366,2016-04-17,04:00:00,Sunday,Weekend,Night,48
1503960366,2016-04-17,05:00:00,Sunday,Weekend,Night,48
1503960366,2016-04-17,06:00:00,Sunday,Weekend,Morning,48
1503960366,2016-04-17,07:00:00,Sunday,Weekend,Morning,48
1503960366,2016-04-17,08:00:00,Sunday,Weekend,Morning,48
1503960366,2016-04-17,09:00:00,Sunday,Weekend,Morning,48
1503960366,2016-04-17,10:00:00,Sunday,Weekend,Morning,47
1503960366,2016-04-17,11:00:00,Sunday,Weekend,Morning,63
1503960366,2016-04-17,12:00:00,Sunday,Weekend,Afternoon,76
1503960366,2016-04-17,13:00:00,Sunday,Weekend,Afternoon,83
1503960366,2016-04-17,14:00:00,Sunday,Weekend,Afternoon,69
1503960366,2016-04-17,15:00:00,Sunday,Weekend,Afternoon,73
1503960366,2016-04-17,16:00:00,Sunday,Weekend,Afternoon,57
1503960366,2016-04-17,17:00:00,Sunday,Weekend,Afternoon,174
1503960366,2016-04-17,18:00:00,Sunday,Weekend,Evening,136
1503960366,2016-04-17,19:00:00,Sunday,Weekend,Evening,95
1503960366,2016-04-17,20:00:00,Sunday,Weekend,Evening,191
1503960366,2016-04-17,21:00:00,Sunday,Weekend,Evening,79
1503960366,2016-04-17,22:00:00,Sunday,Weekend,Night,58
1503960366,2016-04-17,23:00:00,Sunday,Weekend,Night,50
1503960366,2016-04-18,00:00:00,Monday,Weekday,Night,82
1503960366,2016-04-18,01:00:00,Monday,Weekday,Night,48
1503960366,2016-04-18,02:00:00,Monday,Weekday,Night,47
1503960366,2016-04-18,03:00:00,Monday,Weekday,Night,47
1503960366,2016-04-18,04:00:00,Monday,Weekday,Night,47
1503960366,2016-04-18,05:00:00,Monday,Weekday,Night,47
1503960366,2016-04-18,06:00:00,Monday,Weekday,Morning,47
1503960366,2016-04-18,07:00:00,Monday,Weekday,Morning,47
1503960366,2016-04-18,08:00:00,Monday,Weekday,Morning,47
1503960366,2016-04-18,09:00:00,Monday,Weekday,Morning,133
1503960366,2016-04-18,10:00:00,Monday,Weekday,Morning,81
1503960366,2016-04-18,11:00:00,Monday,Weekday,Morning,73
1503960366,2016-04-18,12:00:00,Monday,Weekday,Afternoon,118
1503960366,2016-04-18,13:00:00,Monday,Weekday,Afternoon,70
1503960366,2016-04-18,14:00:00,Monday,Weekday,Afternoon,64
1503960366,2016-04-18,15:00:00,Monday,Weekday,Afternoon,80
1503960366,2016-04-18,16:00:00,Monday,Weekday,Afternoon,78
1503960366,2016-04-18,17:00:00,Monday,Weekday,Afternoon,79
1503960366,2016-04-18,18:00:00,Monday,Weekday,Evening,234
1503960366,2016-04-18,19:00:00,Monday,Weekday,Evening,157
1503960366,2016-04-18,20:00:00,Monday,Weekday,Evening,57
1503960366,2016-04-18,21:00:00,Monday,Weekday,Evening,68
1503960366,2016-04-18,22:00:00,Monday,Weekday,Night,86
1503960366,2016-04-18,23:00:00,Monday,Weekday,Night,83
1503960366,2016-04-19,00:00:00,Tuesday,Weekday,Night,47
1503960366,2016-04-19,01:00:00,Tuesday,Weekday,Night,49
1503960366,2016-04-19,02:00:00,Tuesday,Weekday,Night,47
1503960366,2016-04-19,03:00:00,Tuesday,Weekday,Night,50
1503960366,2016-04-19,04:00:00,Tuesday,Weekday,Night,47
1503960366,2016-04-19,05:00:00,Tuesday,Weekday,Night,47
1503960366,2016-04-19,06:00:00,Tuesday,Weekday,Morning,49
1503960366,2016-04-19,07:00:00,Tuesday,Weekday,Morning,75
1503960366,2016-04-19,08:00:00,Tuesday,Weekday,Morning,130
1503960366,2016-04-19,09:00:00,Tuesday,Weekday,Morning,79
1503960366,2016-04-19,10:00:00,Tuesday,Weekday,Morning,75
1503960366,2016-04-19,11:00:00,Tuesday,Weekday,Morning,72
1503960366,2016-04-19,12:00:00,Tuesday,Weekday,Afternoon,143
1503960366,2016-04-19,13:00:00,Tuesday,Weekday,Afternoon,171
1503960366,2016-04-19,14:00:00,Tuesday,Weekday,Afternoon,76
1503960366,2016-04-19,15:00:00,Tuesday,Weekday,Afternoon,72
1503960366,2016-04-19,16:00:00,Tuesday,Weekday,Afternoon,71
1503960366,2016-04-19,17:00:00,Tuesday,Weekday,Afternoon,90
1503960366,2016-04-19,18:00:00,Tuesday,Weekday,Evening,120
1503960366,2016-04-19,19:00:00,Tuesday,Weekday,Evening,93
1503960366,2016-04-19,20:00:00,Tuesday,Weekday,Evening,159
1503960366,2016-04-19,21:00:00,Tuesday,Weekday,Evening,94
1503960366,2016-04-19,22:00:00,Tuesday,Weekday,Night,58
1503960366,2016-04-19,23:00:00,Tuesday,Weekday,Night,120
1503960366,2016-04-20,00:00:00,Wednesday,Weekday,Night,54
1503960366,2016-04-20,01:00:00,Wednesday,Weekday,Night,53
1503960366,2016-04-20,02:00:00,Wednesday,Weekday,Night,47
1503960366,2016-04-20,03:00:00,Wednesday,Weekday,Night,48
1503960366,2016-04-20,04:00:00,Wednesday,Weekday,Night,48
1503960366,2016-04-20,05:00:00,Wednesday,Weekday,Night,47
1503960366,2016-04-20,06:00:00,Wednesday,Weekday,Morning,48
1503960366,2016-04-20,07:00:00,Wednesday,Weekday,Morning,51
1503960366,2016-04-20,08:00:00,Wednesday,Weekday,Morning,70
1503960366,2016-04-20,09:00:00,Wednesday,Weekday,Morning,144
1503960366,2016-04-20,10:00:00,Wednesday,Weekday,Morning,79
1503960366,2016-04-20,11:00:00,Wednesday,Weekday,Morning,58
1503960366,2016-04-20,12:00:00,Wednesday,Weekday,Afternoon,64
1503960366,2016-04-20,13:00:00,Wednesday,Weekday,Afternoon,61
1503960366,2016-04-20,14:00:00,Wednesday,Weekday,Afternoon,113
1503960366,2016-04-20,15:00:00,Wednesday,Weekday,Afternoon,97
1503960366,2016-04-20,16:00:00,Wednesday,Weekday,Afternoon,70
1503960366,2016-04-20,17:00:00,Wednesday,Weekday,Afternoon,57
1503960366,2016-04-20,18:00:00,Wednesday,Weekday,Evening,114
1503960366,2016-04-20,19:00:00,Wednesday,Weekday,Evening,117
1503960366,2016-04-20,20:00:00,Wednesday,Weekday,Evening,80
1503960366,2016-04-20,21:00:00,Wednesday,Weekday,Evening,83
1503960366,2016-04-20,22:00:00,Wednesday,Weekday,Night,62
1503960366,2016-04-20,23:00:00,Wednesday,Weekday,Night,120
1503960366,2016-04-21,00:00:00,Thursday,Weekday,Night,54
1503960366,2016-04-21,01:00:00,Thursday,Weekday,Night,61
1503960366,2016-04-21,02:00:00,Thursday,Weekday,Night,55
1503960366,2016-04-21,03:00:00,Thursday,Weekday,Night,48
1503960366,2016-04-21,04:00:00,Thursday,Weekday,Night,47
1503960366,2016-04-21,05:00:00,Thursday,Weekday,Night,47
1503960366,2016-04-21,06:00:00,Thursday,Weekday,Morning,48
1503960366,2016-04-21,07:00:00,Thursday,Weekday,Morning,52
1503960366,2016-04-21,08:00:00,Thursday,Weekday,Morning,71
1503960366,2016-04-21,09:00:00,Thursday,Weekday,Morning,133
1503960366,2016-04-21,10:00:00,Thursday,Weekday,Morning,77
1503960366,2016-04-21,11:00:00,Thursday,Weekday,Morning,55
1503960366,2016-04-21,12:00:00,Thursday,Weekday,Afternoon,73
1503960366,2016-04-21,13:00:00,Thursday,Weekday,Afternoon,113
1503960366,2016-04-21,14:00:00,Thursday,Weekday,Afternoon,58
1503960366,2016-04-21,15:00:00,Thursday,Weekday,Afternoon,68
1503960366,2016-04-21,16:00:00,Thursday,Weekday,Afternoon,60
1503960366,2016-04-21,17:00:00,Thursday,Weekday,Afternoon,60
1503960366,2016-04-21,18:00:00,Thursday,Weekday,Evening,69
1503960366,2016-04-21,19:00:00,Thursday,Weekday,Evening,64
1503960366,2016-04-21,20:00:00,Thursday,Weekday,Evening,213
1503960366,2016-04-21,21:00:00,Thursday,Weekday,Evening,104
1503960366,2016-04-21,22:00:00,Thursday,Weekday,Night,63
1503960366,2016-04-21,23:00:00,Thursday,Weekday,Night,84
1503960366,2016-04-22,00:00:00,Friday,Weekday,Night,47
1503960366,2016-04-22,01:00:00,Friday,Weekday,Night,47
1503960366,2016-04-22,02:00:00,Friday,Weekday,Night,47
1503960366,2016-04-22,03:00:00,Friday,Weekday,Night,47
1503960366,2016-04-22,04:00:00,Friday,Weekday,Night,47
1503960366,2016-04-22,05:00:00,Friday,Weekday,Night,47
1503960366,2016-04-22,06:00:00,Friday,Weekday,Morning,47
1503960366,2016-04-22,07:00:00,Friday,Weekday,Morning,47
1503960366,2016-04-22,08:00:00,Friday,Weekday,Morning,47
1503960366,2016-04-22,09:00:00,Friday,Weekday,Morning,65
1503960366,2016-04-22,10:00:00,Friday,Weekday,Morning,54
1503960366,2016-04-22,11:00:00,Friday,Weekday,Morning,102
1503960366,2016-04-22,12:00:00,Friday,Weekday,Afternoon,57
1503960366,2016-04-22,13:00:00,Friday,Weekday,Afternoon,60
1503960366,2016-04-22,14:00:00,Friday,Weekday,Afternoon,54
1503960366,2016-04-22,15:00:00,Friday,Weekday,Afternoon,66
1503960366,2016-04-22,16:00:00,Friday,Weekday,Afternoon,58
1503960366,2016-04-22,17:00:00,Friday,Weekday,Afternoon,104
1503960366,2016-04-22,18:00:00,Friday,Weekday,Evening,87
1503960366,2016-04-22,19:00:00,Friday,Weekday,Evening,82
1503960366,2016-04-22,20:00:00,Friday,Weekday,Evening,71
1503960366,2016-04-22,21:00:00,Friday,Weekday,Evening,311
1503960366,2016-04-22,22:00:00,Friday,Weekday,Night,95
1503960366,2016-04-22,23:00:00,Friday,Weekday,Night,136
1503960366,2016-04-23,00:00:00,Saturday,Weekend,Night,63
1503960366,2016-04-23,01:00:00,Saturday,Weekend,Night,47
1503960366,2016-04-23,02:00:00,Saturday,Weekend,Night,49
1503960366,2016-04-23,03:00:00,Saturday,Weekend,Night,47
1503960366,2016-04-23,04:00:00,Saturday,Weekend,Night,47
1503960366,2016-04-23,05:00:00,Saturday,Weekend,Night,48
1503960366,2016-04-23,06:00:00,Saturday,Weekend,Morning,50
1503960366,2016-04-23,07:00:00,Saturday,Weekend,Morning,48
1503960366,2016-04-23,08:00:00,Saturday,Weekend,Morning,59
1503960366,2016-04-23,09:00:00,Saturday,Weekend,Morning,75
1503960366,2016-04-23,10:00:00,Saturday,Weekend,Morning,56
1503960366,2016-04-23,11:00:00,Saturday,Weekend,Morning,84
1503960366,2016-04-23,12:00:00,Saturday,Weekend,Afternoon,129
1503960366,2016-04-23,13:00:00,Saturday,Weekend,Afternoon,129
1503960366,2016-04-23,14:00:00,Saturday,Weekend,Afternoon,78
1503960366,2016-04-23,15:00:00,Saturday,Weekend,Afternoon,73
1503960366,2016-04-23,16:00:00,Saturday,Weekend,Afternoon,140
1503960366,2016-04-23,17:00:00,Saturday,Weekend,Afternoon,121
1503960366,2016-04-23,18:00:00,Saturday,Weekend,Evening,173
1503960366,2016-04-23,19:00:00,Saturday,Weekend,Evening,51
1503960366,2016-04-23,20:00:00,Saturday,Weekend,Evening,63
1503960366,2016-04-23,21:00:00,Saturday,Weekend,Evening,162
1503960366,2016-04-23,22:00:00,Saturday,Weekend,Night,96
1503960366,2016-04-23,23:00:00,Saturday,Weekend,Night,60
1503960366,2016-04-24,00:00:00,Sunday,Weekend,Night,66
1503960366,2016-04-24,01:00:00,Sunday,Weekend,Night,54
1503960366,2016-04-24,02:00:00,Sunday,Weekend,Night,48
1503960366,2016-04-24,03:00:00,Sunday,Weekend,Night,48
1503960366,2016-04-24,04:00:00,Sunday,Weekend,Night,49
1503960366,2016-04-24,05:00:00,Sunday,Weekend,Night,48
1503960366,2016-04-24,06:00:00,Sunday,Weekend,Morning,49
1503960366,2016-04-24,07:00:00,Sunday,Weekend,Morning,47
1503960366,2016-04-24,08:00:00,Sunday,Weekend,Morning,49
1503960366,2016-04-24,09:00:00,Sunday,Weekend,Morning,59
1503960366,2016-04-24,10:00:00,Sunday,Weekend,Morning,90
1503960366,2016-04-24,11:00:00,Sunday,Weekend,Morning,67
1503960366,2016-04-24,12:00:00,Sunday,Weekend,Afternoon,82
1503960366,2016-04-24,13:00:00,Sunday,Weekend,Afternoon,74
1503960366,2016-04-24,14:00:00,Sunday,Weekend,Afternoon,52
1503960366,2016-04-24,15:00:00,Sunday,Weekend,Afternoon,52
1503960366,2016-04-24,16:00:00,Sunday,Weekend,Afternoon,102
1503960366,2016-04-24,17:00:00,Sunday,Weekend,Afternoon,86
1503960366,2016-04-24,18:00:00,Sunday,Weekend,Evening,115
1503960366,2016-04-24,19:00:00,Sunday,Weekend,Evening,270
1503960366,2016-04-24,20:00:00,Sunday,Weekend,Evening,76
1503960366,2016-04-24,21:00:00,Sunday,Weekend,Evening,74
1503960366,2016-04-24,22:00:00,Sunday,Weekend,Night,61
1503960366,2016-04-24,23:00:00,Sunday,Weekend,Night,72
1503960366,2016-04-25,00:00:00,Monday,Weekday,Night,62
1503960366,2016-04-25,01:00:00,Monday,Weekday,Night,53
1503960366,2016-04-25,02:00:00,Monday,Weekday,Night,57
1503960366,2016-04-25,03:00:00,Monday,Weekday,Night,47
1503960366,2016-04-25,04:00:00,Monday,Weekday,Night,50
1503960366,2016-04-25,05:00:00,Monday,Weekday,Night,49
1503960366,2016-04-25,06:00:00,Monday,Weekday,Morning,47
1503960366,2016-04-25,07:00:00,Monday,Weekday,Morning,52
1503960366,2016-04-25,08:00:00,Monday,Weekday,Morning,83
1503960366,2016-04-25,09:00:00,Monday,Weekday,Morning,146
1503960366,2016-04-25,10:00:00,Monday,Weekday,Morning,73
1503960366,2016-04-25,11:00:00,Monday,Weekday,Morning,121
1503960366,2016-04-25,12:00:00,Monday,Weekday,Afternoon,92
1503960366,2016-04-25,13:00:00,Monday,Weekday,Afternoon,75
1503960366,2016-04-25,14:00:00,Monday,Weekday,Afternoon,62
1503960366,2016-04-25,15:00:00,Monday,Weekday,Afternoon,76
1503960366,2016-04-25,16:00:00,Monday,Weekday,Afternoon,71
1503960366,2016-04-25,17:00:00,Monday,Weekday,Afternoon,67
1503960366,2016-04-25,18:00:00,Monday,Weekday,Evening,61
1503960366,2016-04-25,19:00:00,Monday,Weekday,Evening,182
1503960366,2016-04-25,20:00:00,Monday,Weekday,Evening,95
1503960366,2016-04-25,21:00:00,Monday,Weekday,Evening,267
1503960366,2016-04-25,22:00:00,Monday,Weekday,Night,68
1503960366,2016-04-25,23:00:00,Monday,Weekday,Night,54
1503960366,2016-04-26,00:00:00,Tuesday,Weekday,Night,56
1503960366,2016-04-26,01:00:00,Tuesday,Weekday,Night,66
1503960366,2016-04-26,02:00:00,Tuesday,Weekday,Night,51
1503960366,2016-04-26,03:00:00,Tuesday,Weekday,Night,64
1503960366,2016-04-26,04:00:00,Tuesday,Weekday,Night,48
1503960366,2016-04-26,05:00:00,Tuesday,Weekday,Night,49
1503960366,2016-04-26,06:00:00,Tuesday,Weekday,Morning,48
1503960366,2016-04-26,07:00:00,Tuesday,Weekday,Morning,52
1503960366,2016-04-26,08:00:00,Tuesday,Weekday,Morning,67
1503960366,2016-04-26,09:00:00,Tuesday,Weekday,Morning,139
1503960366,2016-04-26,10:00:00,Tuesday,Weekday,Morning,92
1503960366,2016-04-26,11:00:00,Tuesday,Weekday,Morning,78
1503960366,2016-04-26,12:00:00,Tuesday,Weekday,Afternoon,74
1503960366,2016-04-26,13:00:00,Tuesday,Weekday,Afternoon,126
1503960366,2016-04-26,14:00:00,Tuesday,Weekday,Afternoon,142
1503960366,2016-04-26,15:00:00,Tuesday,Weekday,Afternoon,74
1503960366,2016-04-26,16:00:00,Tuesday,Weekday,Afternoon,93
1503960366,2016-04-26,17:00:00,Tuesday,Weekday,Afternoon,60
1503960366,2016-04-26,18:00:00,Tuesday,Weekday,Evening,169
1503960366,2016-04-26,19:00:00,Tuesday,Weekday,Evening,73
1503960366,2016-04-26,20:00:00,Tuesday,Weekday,Evening,127
1503960366,2016-04-26,21:00:00,Tuesday,Weekday,Evening,79
1503960366,2016-04-26,22:00:00,Tuesday,Weekday,Night,66
1503960366,2016-04-26,23:00:00,Tuesday,Weekday,Night,80
1503960366,2016-04-27,00:00:00,Wednesday,Weekday,Night,68
1503960366,2016-04-27,01:00:00,Wednesday,Weekday,Night,59
1503960366,2016-04-27,02:00:00,Wednesday,Weekday,Night,53
1503960366,2016-04-27,03:00:00,Wednesday,Weekday,Night,47
1503960366,2016-04-27,04:00:00,Wednesday,Weekday,Night,47
1503960366,2016-04-27,05:00:00,Wednesday,Weekday,Night,47
1503960366,2016-04-27,06:00:00,Wednesday,Weekday,Morning,47
1503960366,2016-04-27,07:00:00,Wednesday,Weekday,Morning,47
1503960366,2016-04-27,08:00:00,Wednesday,Weekday,Morning,47
1503960366,2016-04-27,09:00:00,Wednesday,Weekday,Morning,149
1503960366,2016-04-27,10:00:00,Wednesday,Weekday,Morning,93
1503960366,2016-04-27,11:00:00,Wednesday,Weekday,Morning,100
1503960366,2016-04-27,12:00:00,Wednesday,Weekday,Afternoon,89
1503960366,2016-04-27,13:00:00,Wednesday,Weekday,Afternoon,76
1503960366,2016-04-27,14:00:00,Wednesday,Weekday,Afternoon,150
1503960366,2016-04-27,15:00:00,Wednesday,Weekday,Afternoon,63
1503960366,2016-04-27,16:00:00,Wednesday,Weekday,Afternoon,64
1503960366,2016-04-27,17:00:00,Wednesday,Weekday,Afternoon,73
1503960366,2016-04-27,18:00:00,Wednesday,Weekday,Evening,178
1503960366,2016-04-27,19:00:00,Wednesday,Weekday,Evening,318
1503960366,2016-04-27,20:00:00,Wednesday,Weekday,Evening,174
1503960366,2016-04-27,21:00:00,Wednesday,Weekday,Evening,76
1503960366,2016-04-27,22:00:00,Wednesday,Weekday,Night,47
1503960366,2016-04-27,23:00:00,Wednesday,Weekday,Night,47
1503960366,2016-04-28,00:00:00,Thursday,Weekday,Night,47
1503960366,2016-04-28,01:00:00,Thursday,Weekday,Night,62
1503960366,2016-04-28,02:00:00,Thursday,Weekday,Night,48
1503960366,2016-04-28,03:00:00,Thursday,Weekday,Night,47
1503960366,2016-04-28,04:00:00,Thursday,Weekday,Night,48
1503960366,2016-04-28,05:00:00,Thursday,Weekday,Night,47
1503960366,2016-04-28,06:00:00,Thursday,Weekday,Morning,48
1503960366,2016-04-28,07:00:00,Thursday,Weekday,Morning,49
1503960366,2016-04-28,08:00:00,Thursday,Weekday,Morning,63
1503960366,2016-04-28,09:00:00,Thursday,Weekday,Morning,116
1503960366,2016-04-28,10:00:00,Thursday,Weekday,Morning,105
1503960366,2016-04-28,11:00:00,Thursday,Weekday,Morning,73
1503960366,2016-04-28,12:00:00,Thursday,Weekday,Afternoon,78
1503960366,2016-04-28,13:00:00,Thursday,Weekday,Afternoon,108
1503960366,2016-04-28,14:00:00,Thursday,Weekday,Afternoon,124
1503960366,2016-04-28,15:00:00,Thursday,Weekday,Afternoon,61
1503960366,2016-04-28,16:00:00,Thursday,Weekday,Afternoon,81
1503960366,2016-04-28,17:00:00,Thursday,Weekday,Afternoon,72
1503960366,2016-04-28,18:00:00,Thursday,Weekday,Evening,138
1503960366,2016-04-28,19:00:00,Thursday,Weekday,Evening,56
1503960366,2016-04-28,20:00:00,Thursday,Weekday,Evening,151
1503960366,2016-04-28,21:00:00,Thursday,Weekday,Evening,103
